id,s,t,name,res_id
2735,11,258,"x_{247, 11, 2}",22667
2736,10,258,"x_{248, 10}",22669
2737,7,258,"x_{251, 7}",22674
2738,55,259,"x_{204, 55}",22705
2739,46,259,"x_{213, 46}",22725
2740,45,259,"x_{214, 45}",22728
2741,43,259,"x_{216, 43}",22739
2742,42,259,"x_{217, 42}",22741
2743,37,259,"x_{222, 37}",22771
2744,30,259,"x_{229, 30}",22812
2745,29,259,"x_{230, 29}",22816
2746,29,259,"x_{230, 29, 1}",22819
2747,28,259,"x_{231, 28}",22828
2748,27,259,"x_{232, 27}",22833
2749,25,259,"x_{234, 25}",22849
2750,25,259,"x_{234, 25, 1}",22851
2751,25,259,"x_{234, 25, 2}",22854
2752,24,259,"x_{235, 24}",22857
2753,24,259,"x_{235, 24, 1}",22864
2754,23,259,"x_{236, 23}",22868
2755,23,259,"x_{236, 23, 1}",22869
2756,23,259,"x_{236, 23, 2}",22872
2757,23,259,"x_{236, 23, 3}",22874
2758,23,259,"x_{236, 23, 4}",22875
2759,23,259,"x_{236, 23, 5}",22876
2760,23,259,"x_{236, 23, 6}",22878
2761,22,259,"x_{237, 22}",22888
2762,21,259,"x_{238, 21}",22897
2763,21,259,"x_{238, 21, 1}",22899
2764,20,259,"x_{239, 20}",22908
2765,19,259,"x_{240, 19}",22916
2766,19,259,"x_{240, 19, 1}",22919
2767,19,259,"x_{240, 19, 2}",22920
2768,18,259,"x_{241, 18}",22924
2769,18,259,"x_{241, 18, 1}",22927
2770,18,259,"x_{241, 18, 2}",22928
2771,18,259,"x_{241, 18, 3}",22929
2772,16,259,"x_{243, 16}",22943
2773,16,259,"x_{243, 16, 1}",22948
2774,15,259,"x_{244, 15}",22953
2775,15,259,"x_{244, 15, 1}",22954
2776,15,259,"x_{244, 15, 2}",22955
2777,15,259,"x_{244, 15, 3}",22961
2778,15,259,"x_{244, 15, 4}",22962
2779,14,259,"x_{245, 14}",22964
2780,14,259,"x_{245, 14, 1}",22965
2781,14,259,"x_{245, 14, 2}",22966
2782,13,259,"x_{246, 13}",22971
2783,13,259,"x_{246, 13, 1}",22972
2784,13,259,"x_{246, 13, 2}",22973
2785,12,259,"x_{247, 12}",22976
2786,11,259,"x_{248, 11}",22980
2787,8,259,"x_{251, 8}",22984
2788,7,259,"x_{252, 7}",22986
2789,72,260,"x_{188, 72}",23000
2790,70,260,"x_{190, 70}",23002
2791,69,260,"x_{191, 69}",23003
2792,60,260,"x_{200, 60}",23018
2793,59,260,"x_{201, 59}",23021
2794,37,260,"x_{223, 37}",23145
2795,36,260,"x_{224, 36}",23154
2796,34,260,"x_{226, 34}",23171
2797,33,260,"x_{227, 33}",23177
2798,30,260,"x_{230, 30}",23187
2799,29,260,"x_{231, 29}",23195
2800,29,260,"x_{231, 29, 1}",23197
2801,28,260,"x_{232, 28}",23205
2802,28,260,"x_{232, 28, 1}",23206
2803,28,260,"x_{232, 28, 2}",23208
2804,28,260,"x_{232, 28, 3}",23209
2805,27,260,"x_{233, 27}",23211
2806,27,260,"x_{233, 27, 1}",23213
2807,26,260,"x_{234, 26}",23220
2808,26,260,"x_{234, 26, 1}",23223
2809,25,260,"x_{235, 25}",23232
2810,25,260,"x_{235, 25, 1}",23235
2811,24,260,"x_{236, 24}",23244
2812,24,260,"x_{236, 24, 1}",23247
2813,23,260,"x_{237, 23}",23253
2814,23,260,"x_{237, 23, 1}",23254
2815,23,260,"x_{237, 23, 2}",23255
2816,23,260,"x_{237, 23, 3}",23256
2817,23,260,"x_{237, 23, 4}",23258
2818,22,260,"x_{238, 22}",23263
2819,22,260,"x_{238, 22, 1}",23264
2820,22,260,"x_{238, 22, 2}",23265
2821,21,260,"x_{239, 21}",23274
2822,21,260,"x_{239, 21, 1}",23275
2823,21,260,"x_{239, 21, 2}",23276
2824,20,260,"x_{240, 20}",23281
2825,20,260,"x_{240, 20, 1}",23282
2826,20,260,"x_{240, 20, 2}",23284
2827,19,260,"x_{241, 19}",23294
2828,19,260,"x_{241, 19, 1}",23295
2829,19,260,"x_{241, 19, 2}",23296
2830,19,260,"x_{241, 19, 3}",23297
2831,19,260,"x_{241, 19, 4}",23299
2832,19,260,"x_{241, 19, 5}",23301
2833,19,260,"x_{241, 19, 6}",23303
2834,18,260,"x_{242, 18}",23310
2835,18,260,"x_{242, 18, 1}",23311
2836,18,260,"x_{242, 18, 2}",23312
2837,17,260,"x_{243, 17}",23327
2838,17,260,"x_{243, 17, 1}",23330
2839,16,260,"x_{244, 16}",23337
2840,16,260,"x_{244, 16, 1}",23338
2841,16,260,"x_{244, 16, 2}",23340
2842,16,260,"x_{244, 16, 3}",23345
2843,15,260,"x_{245, 15}",23352
2844,15,260,"x_{245, 15, 1}",23357
2845,14,260,"x_{246, 14}",23363
2846,13,260,"x_{247, 13}",23370
2847,11,260,"x_{249, 11}",23378
2848,10,260,"x_{250, 10}",23380
2849,10,260,"x_{250, 10, 1}",23381
2850,9,260,"x_{251, 9}",23384
2851,8,260,"x_{252, 8}",23389
2852,8,260,"x_{252, 8, 1}",23390
2853,8,260,"x_{252, 8, 2}",23392
2854,7,260,"x_{253, 7}",23394
2855,7,260,"x_{253, 7, 1}",23395
2856,6,260,"x_{254, 6}",23397
2857,5,260,"x_{255, 5}",23399
2858,4,260,"x_{256, 4}",23401
2859,84,261,"x_{177, 84}",23408
2860,83,261,"x_{178, 83}",23409
2861,42,261,"x_{219, 42}",23551
2862,39,261,"x_{222, 39}",23572
2863,37,261,"x_{224, 37}",23585
2864,37,261,"x_{224, 37, 1}",23588
2865,36,261,"x_{225, 36}",23591
2866,35,261,"x_{226, 35}",23597
2867,32,261,"x_{229, 32}",23614
2868,32,261,"x_{229, 32, 1}",23615
2869,31,261,"x_{230, 31}",23622
2870,26,261,"x_{235, 26}",23666
2871,25,261,"x_{236, 25}",23674
2872,24,261,"x_{237, 24}",23683
2873,23,261,"x_{238, 23}",23692
2874,23,261,"x_{238, 23, 1}",23693
2875,22,261,"x_{239, 22}",23701
2876,22,261,"x_{239, 22, 1}",23702
2877,22,261,"x_{239, 22, 2}",23704
2878,21,261,"x_{240, 21}",23710
2879,21,261,"x_{240, 21, 1}",23711
2880,21,261,"x_{240, 21, 2}",23714
2881,21,261,"x_{240, 21, 3}",23715
2882,20,261,"x_{241, 20}",23719
2883,20,261,"x_{241, 20, 1}",23720
2884,20,261,"x_{241, 20, 2}",23724
2885,19,261,"x_{242, 19}",23737
2886,18,261,"x_{243, 18}",23745
2887,18,261,"x_{243, 18, 1}",23748
2888,17,261,"x_{244, 17}",23754
2889,17,261,"x_{244, 17, 1}",23757
2890,17,261,"x_{244, 17, 2}",23758
2891,17,261,"x_{244, 17, 3}",23761
2892,17,261,"x_{244, 17, 4}",23763
2893,16,261,"x_{245, 16}",23769
2894,16,261,"x_{245, 16, 1}",23770
2895,16,261,"x_{245, 16, 2}",23773
2896,15,261,"x_{246, 15}",23777
2897,15,261,"x_{246, 15, 1}",23780
2898,14,261,"x_{247, 14}",23782
2899,14,261,"x_{247, 14, 1}",23783
2900,14,261,"x_{247, 14, 2}",23784
2901,14,261,"x_{247, 14, 3}",23785
2902,13,261,"x_{248, 13}",23788
2903,13,261,"x_{248, 13, 1}",23789
2904,12,261,"x_{249, 12}",23793
2905,12,261,"x_{249, 12, 1}",23794
2906,11,261,"x_{250, 11}",23795
2907,11,261,"x_{250, 11, 1}",23796
2908,11,261,"x_{250, 11, 2}",23799
2909,10,261,"x_{251, 10}",23802
2910,9,261,"x_{252, 9}",23809
2911,8,261,"x_{253, 8}",23811
2912,8,261,"x_{253, 8, 1}",23812
2913,7,261,"x_{254, 7}",23814
